frequency,amplitude
17.95,2.5805144006423947e-11
18.0,3.3848242240728886e-12
18.05,1.797964217170553e-11
18.1,1.1111021418614759e-11
18.150000000000002,1.0790858354191662e-11
18.2,2.7992460319383243e-11
18.25,1.2605436455552377e-11
18.3,1.2944585943914875e-11
18.35,2.0803996543605077e-11
18.400000000000002,1.8258771730499637e-11
18.45,2.5265182376223422e-11
18.5,6.215495392613042e-12
18.55,3.7894179283836416e-11
18.6,3.0170817815220625e-11
18.650000000000002,5.4022248875455594e-11
18.7,1.467132870146987e-10
18.75,1.4743231333088373e-10
18.8,1.1501753024367626e-10
18.85,3.1223739102182794e-11
18.900000000000002,3.5505807353254316e-11
18.95,1.494898126969822e-11
19.0,8.7336355426375e-12
19.05,2.227324776051761e-11
19.1,1.6166491722983095e-11
19.150000000000002,1.751658892251911e-11
19.200000000000003,4.0640659328029455e-12
19.25,5.378753210979406e-12
19.3,1.7294885634330682e-11
19.35,4.880771282222315e-12
19.400000000000002,1.0137885725054025e-11
19.450000000000003,1.1306891868480989e-11
19.5,2.951988971922982e-11
19.55,3.155528353927268e-11
19.6,3.846577593095521e-11
19.650000000000002,3.031202819605195e-11
19.700000000000003,1.1341149806554042e-11
19.75,7.951509886584833e-12
19.8,1.370774252809671e-11
19.85,2.5649736930098297e-12
19.900000000000002,4.3133854463263175e-12
19.950000000000003,2.2484188387028206e-11
20.0,4.63749729294841e-11
20.05,4.6998038389413314e-11
20.1,8.36363590405967e-11
20.150000000000002,9.419522973597463e-11
20.200000000000003,2.0249462829249647e-11
20.25,4.845483512603109e-11
20.3,1.5097567989235023e-11
20.35,1.3906798619166255e-11
20.400000000000002,2.934492655204549e-11
20.450000000000003,3.229083573355625e-11
20.5,2.5424628435719055e-11
20.55,2.5876592184343474e-11
20.6,5.053078896378227e-12
20.650000000000002,1.740230617438996e-11
20.700000000000003,4.023060619849175e-11
20.75,6.604368532416942e-11
20.8,2.5800547462255477e-11
20.85,2.4559930027528644e-11
20.900000000000002,1.7681631661795073e-11
20.950000000000003,8.997040524157303e-12
21.0,9.90276090301758e-12
21.05,1.7529890343724828e-12
21.1,1.667148669808571e-11
21.150000000000002,1.5599439611837943e-11
21.200000000000003,2.8117993071545462e-12
21.25,1.8851085304474644e-11
21.3,1.3953244267837482e-11
21.35,1.8797498336333e-11
21.400000000000002,2.0331478278274133e-11
21.450000000000003,2.1556420801989398e-11
21.5,1.1246620534826191e-11
21.55,7.91672433313837e-12
21.6,9.98182804089349e-12
21.650000000000002,8.128374581282286e-12
21.700000000000003,8.607982118001032e-12
21.75,1.7369115000936915e-11
21.8,1.1684600476052811e-11
21.85,1.1188219909989932e-11
21.900000000000002,9.604200571858922e-12
21.950000000000003,9.410908777275677e-12
22.0,1.2372695387425624e-11
22.05,1.019729955599306e-11
22.1,1.7170502703302683e-11
22.150000000000002,1.35387018132318e-11
22.200000000000003,3.2272758437195076e-12
22.25,5.088396655748068e-12
22.3,4.694287510007804e-12
22.35,9.712360242795743e-12
22.400000000000002,1.2332485037967423e-11
22.450000000000003,9.250885567619895e-12
22.5,1.2364319440308397e-12
22.55,7.227504663349739e-12
22.6,5.895561963108396e-12
22.650000000000002,3.716882999331382e-12
22.700000000000003,9.419394541966077e-12
22.75,1.1341654717955086e-11
22.8,6.372988031250807e-12
22.85,7.709219203448114e-12
22.900000000000002,1.174384431808758e-11
22.950000000000003,4.365694330958577e-12
23.0,6.4024728758620485e-12
23.05,1.546454708842572e-11
23.1,9.120341373599324e-12
23.150000000000002,4.8172103656232935e-12
23.200000000000003,1.171424298363397e-11
23.25,6.134579593578568e-12
23.3,1.0846093581008305e-11
23.35,5.23851909054861e-12
23.400000000000002,8.941209258371533e-12
23.450000000000003,1.9189251998080762e-11
23.5,1.0193336805861128e-11
23.55,1.2699350532067062e-11
23.6,8.312719822116869e-12
23.650000000000002,1.3405985390737874e-11
23.700000000000003,1.635422996925013e-11
23.75,1.080816039222033e-11
23.8,3.097602182788531e-11
23.85,2.9843565613838105e-11
23.900000000000002,1.9713649467129564e-11
23.950000000000003,7.2321547069445184e-12
24.0,1.065983253261721e-11
24.05,2.2408341129405972e-11
24.1,3.469698157296616e-11
24.150000000000002,3.806145240446668e-11
24.200000000000003,6.223722147511961e-11
24.25,1.0071051618102394e-10
24.3,1.223323970437619e-10
24.35,9.62092395112468e-11
24.400000000000002,4.700560202845426e-11
24.450000000000003,3.298642967343064e-11
24.5,5.091819376105884e-11
24.55,3.5285954291237756e-11
24.6,1.7394469962087168e-11
24.650000000000002,8.176357220980641e-12
24.700000000000003,7.741176897890867e-12
24.75,9.911789304580191e-12
24.8,1.5315151198202654e-11
24.85,8.574746736543425e-12
24.900000000000002,9.7609623208121e-12
24.950000000000003,3.8488306912935875e-12
25.0,8.460594529552872e-13
25.05,1.0849532254036297e-11
25.1,1.525416868917299e-11
25.150000000000002,2.3707106563961697e-11
25.200000000000003,4.11703698626608e-11
25.25,3.4490081884438413e-11
25.3,2.5562775198365962e-11
25.35,2.5905844476584355e-11
25.400000000000002,1.5433368333401664e-11
25.450000000000003,7.30692600427577e-12
25.5,1.861211860100271e-11
25.55,1.6359316229169754e-11
25.6,4.640336399690763e-12
25.650000000000002,6.856217365599129e-12
25.700000000000003,1.0259640824456247e-11
25.75,7.007482583736155e-12
25.8,1.166885487163316e-11
25.85,3.6903138684032224e-13
25.900000000000002,5.588668496918692e-12
25.950000000000003,8.318828545623217e-12
26.0,4.417188861824004e-12
26.05,8.799731199769389e-12
26.1,1.2185474518989125e-11
26.150000000000002,8.99771691911353e-12
26.200000000000003,2.5861359578379998e-11
26.25,2.2070756684248486e-11
26.3,2.1139701499899278e-11
26.35,2.6159449488431138e-11
26.400000000000002,1.2914718304774705e-11
26.450000000000003,5.008384825033761e-12
26.5,8.923498174558054e-12
26.55,1.3955002287576275e-12
26.6,1.8980126167711626e-11
26.650000000000002,1.4607016542859202e-11
26.700000000000003,8.164213781946746e-12
26.75,9.364856103151499e-12
26.8,2.003523756082736e-11
26.85,1.1903894373334405e-11
26.900000000000002,5.613055133097194e-12
26.950000000000003,6.762630109252795e-12
27.0,8.048979417281192e-12
27.05,1.7472052655312292e-11
27.1,2.4190231947449662e-11
27.150000000000002,2.0884840766944014e-11
27.200000000000003,1.3776751442401445e-11
27.25,1.4295586574574273e-11
27.3,9.202851833904664e-12
27.35,4.54606485600117e-11
27.400000000000002,3.2265574752720457e-11
27.450000000000003,4.7528184777838806e-11
27.5,4.011371832665923e-11
27.55,4.499032950545839e-11
27.6,1.2193389886136814e-11
27.650000000000002,1.1663102662600548e-11
27.700000000000003,2.5469694232684292e-11
27.75,4.1595976031992316e-11
27.8,6.620045253273649e-11
27.85,5.078003127741422e-11
27.900000000000002,1.528212815128755e-10
27.950000000000003,1.3951995004940797e-10
28.0,7.928776627949313e-11
28.05,8.58000926784033e-11
28.1,3.200647174787968e-11
28.150000000000002,3.985740563618342e-11
28.200000000000003,1.6760873702569345e-11
28.25,3.623716615442264e-11
28.3,4.329627979284218e-11
28.35,1.0398911674486673e-11
28.400000000000002,2.0460706514464417e-11
28.450000000000003,2.8298759565335626e-11
28.5,3.2064101467529674e-11
28.55,5.952710803785876e-11
28.6,4.968468955122388e-11
28.650000000000002,5.6636708877394034e-11
28.700000000000003,5.3036621197947745e-11
28.75,4.077992041064707e-11
28.8,1.4451067869341467e-11
28.85,3.33024814914002e-12
28.900000000000002,7.718147076720929e-12
28.950000000000003,1.7301415267535772e-11
29.0,2.2001467995152236e-11
29.05,2.117565451272629e-11
29.1,1.1623680463176823e-11
29.150000000000002,8.898972611974936e-12
29.200000000000003,5.222800926269241e-12
29.25,6.406219806695704e-12
29.3,3.624025786996772e-11
29.35,2.271605094833121e-11
29.400000000000002,1.0082519298296532e-11
29.450000000000003,1.0013545798481008e-11
29.5,1.443679444859342e-11
29.55,5.212230928399088e-12
29.6,2.1341927116314262e-11
29.650000000000002,1.772473008251657e-11
29.700000000000003,4.56123320011994e-12
29.75,1.2668873561113856e-11
29.8,8.796502695180292e-12
29.85,1.012582780820476e-11
29.900000000000002,1.261187571615798e-11
29.950000000000003,9.438270580795842e-12
30.0,1.0031788354110879e-11
30.05,1.1181207706701875e-11
30.1,7.236472122336427e-12
30.150000000000002,6.557820339120666e-12
30.200000000000003,4.668598822597925e-12
30.25,1.1626415507594201e-11
30.3,4.362481117278865e-12
30.35,4.136839380717881e-12
30.400000000000002,3.936900908434202e-12
30.450000000000003,3.1904189376872504e-12
30.5,1.5382127220691777e-11
30.55,3.355503884098198e-12
30.6,1.3792371925931094e-11
30.650000000000002,7.611282862515831e-12
30.700000000000003,4.076579804397013e-12
30.75,6.47778717883469e-12
30.8,8.102762200254233e-12
30.85,3.932379594780511e-12
30.900000000000002,4.971904599838845e-12
30.950000000000003,7.812495537038863e-12
31.0,6.824092159086337e-12
31.05,1.054618214476269e-11
31.1,2.687477229305597e-12
31.150000000000002,3.8130417357127756e-12
31.200000000000003,4.23044689025358e-12
31.25,8.679311321502821e-12
31.3,1.2224406164570434e-11
31.35,5.764754830567882e-12
31.400000000000002,1.8459121120529217e-11
31.450000000000003,7.911526716323084e-12
31.5,1.2806894525566876e-11
31.55,7.314391726527339e-12
31.6,8.308883620329116e-12
31.650000000000002,1.3244192898987207e-11
31.700000000000003,1.4571503357776772e-11
31.75,8.69831701607355e-12
31.8,1.0021296238276317e-11
31.85,9.117100983750247e-12
31.900000000000002,4.8315651997931554e-12
31.950000000000003,8.936704776634083e-12
32.0,1.002187180369662e-11
32.050000000000004,1.6037493262524877e-11
32.1,1.6460695940137984e-11
32.15,8.96673345222856e-12
32.2,6.558676199578322e-12
32.25,1.5848459705965775e-12
32.300000000000004,5.88060167955262e-12
32.35,7.126772982834583e-12
32.4,1.4133892005364072e-11
32.45,1.4124574633438167e-11
32.5,2.8958317017577975e-12
32.550000000000004,4.588979810745839e-12
32.6,2.1595380012323884e-12
32.65,7.279122831120396e-12
32.7,1.2151169459686254e-11
32.75,1.3293062001449511e-11
32.800000000000004,7.350802789880538e-12
32.85,5.355581175785335e-12
32.9,7.59176288684574e-12
32.95,1.4092425420954033e-12
33.0,9.551793951166902e-12
33.050000000000004,7.142026370081178e-12
33.1,3.3315349218773585e-12
33.15,1.5123809968563793e-11
33.2,4.432194274642527e-12
33.25,5.6864866187745995e-12
33.300000000000004,2.0119134101910792e-12
33.35,1.2739386291410098e-11
33.4,1.5534935916812468e-11
33.45,1.3332954982746399e-11
33.5,6.842303307604719e-12
33.550000000000004,7.729430888587006e-12
33.6,9.628194279090347e-12
33.65,1.3597244274618948e-11
33.7,1.8333683365348683e-11
33.75,1.9139648204989342e-11
33.800000000000004,1.1767523698167135e-11
33.85,6.319732460532261e-12
33.9,1.469409423018156e-11
33.95,3.983134000014171e-12
34.0,1.5990325824995276e-12
34.050000000000004,1.185232461035557e-11
34.1,4.9743409159028115e-12
34.15,1.0532833581705337e-11
34.2,1.3893462634967492e-11
34.25,1.0972500630206243e-11
34.300000000000004,1.0967943137339778e-11
34.35,1.5426897699897392e-11
34.4,1.7708249130820498e-11
34.45,1.6583355242730923e-11
34.5,1.6785643724639148e-11
34.550000000000004,2.238376569345598e-12
34.6,1.5249297041385152e-11
34.65,1.934313171823035e-11
34.7,3.276394687781798e-12
34.75,2.6994072506252833e-11
34.800000000000004,1.2389185314492776e-11
34.85,1.4730152725799306e-11
34.9,3.185509025881664e-11
34.95,1.986554612909501e-12
35.0,4.336094263206394e-12
35.050000000000004,3.2654162118835924e-11
35.1,2.752967436142292e-11
35.15,1.3984579745651895e-11
35.2,2.682613979391409e-11
35.25,3.123808117168864e-11
35.300000000000004,2.656120458180511e-11
35.35,3.641045305650965e-11
35.4,2.0362258354164374e-11
35.45,3.76522574621994e-11
35.5,1.3716445831022925e-11
35.550000000000004,1.106399457457237e-11
35.6,2.471447885688384e-11
35.65,3.634528587899695e-11
35.7,4.3356634329217155e-11
35.75,2.6958191799502758e-11
35.800000000000004,5.331173476346267e-11
35.85,9.956291937176102e-11
35.9,7.226115854488804e-11
35.95,1.9281671419312854e-10
36.0,1.9211260750065436e-10
36.050000000000004,1.3376579956870805e-10
36.1,2.342318558137776e-10
36.15,1.2555013195114198e-10
36.2,7.931448773749158e-11
36.25,3.212778302198365e-11
36.300000000000004,2.0227575512799716e-11
36.35,4.6763090076219416e-11
36.4,5.5709623184718746e-11
36.45,7.275009013009533e-11
36.5,3.953341553269402e-11
36.550000000000004,1.0976389471194427e-11
36.6,3.63387599779683e-11
36.65,1.996705528073425e-11
36.7,2.997478888680713e-11
36.75,1.3290611654961227e-11
36.800000000000004,1.2023176233280427e-11
36.85,2.125673111540392e-11
36.9,2.221370341836587e-11
36.95,2.436305918597017e-11
37.0,1.4980712645321957e-11
37.050000000000004,4.719072490427334e-12
37.1,1.6867733954949113e-11
37.15,1.2431364246454728e-11
37.2,1.3199707788785988e-11
37.25,2.0093015355628446e-11
37.300000000000004,2.2460674272868758e-11
37.35,2.396464607882331e-11
37.4,1.4274886825317058e-11
37.45,2.5041366907581087e-11
37.5,2.7353599710800964e-11
37.550000000000004,1.6426903656606937e-11
37.6,1.1592527143755199e-11
37.65,1.076817281609372e-11
37.7,7.625152277059225e-12
37.75,1.5091523932752094e-11
37.800000000000004,8.402267632953066e-12
37.85,2.2156501709593716e-11
37.9,1.3501485133712235e-11
37.95,1.659606473900705e-11
38.0,3.1528274441270877e-11
38.050000000000004,1.0983375993188327e-11
38.1,1.6443865698741428e-11
38.15,5.117308175654434e-11
38.2,1.1200389243052931e-11
38.25,2.208734936991616e-11
38.300000000000004,2.5711722365936683e-11
38.35,5.00552342876847e-11
38.400000000000006,4.567102324486444e-11
38.45,5.381471724358412e-11
38.5,6.796659766045462e-11
38.550000000000004,4.1788694770635464e-11
38.6,5.576577702025625e-11
38.650000000000006,2.612476201889953e-11
38.7,2.3847813809896336e-11
38.75,3.829248099302295e-11
38.800000000000004,2.5192472445670514e-11
38.85,3.80628035348815e-11
38.900000000000006,2.7450073000600045e-11
38.95,1.1746503756710227e-11
39.0,2.3370011022283695e-11
39.050000000000004,3.267066337459811e-11
39.1,1.4609946801715573e-11
39.150000000000006,2.9180737779284156e-11
39.2,1.2726908007016984e-11
39.25,1.3032260306951707e-11
39.300000000000004,2.949823168175262e-12
39.35,4.183355453817236e-12
39.400000000000006,1.3175667940576589e-11
39.45,4.8333478319024576e-11
39.5,7.57985250601981e-11
39.550000000000004,1.0660002668696377e-10
39.6,9.07233612692332e-11
39.650000000000006,5.7968937329255167e-11
39.7,5.2519757482647905e-11
39.75,9.354829597254495e-11
39.800000000000004,1.019094626060873e-10
39.85,5.291053798541247e-11
39.900000000000006,3.331095490402957e-11
39.95,2.83021351543206e-11
40.0,2.4644528506165066e-11
40.050000000000004,2.21758814742338e-11
40.1,2.0842034866899664e-11
40.150000000000006,2.9682752218331544e-11
40.2,1.2043012648443201e-11
40.25,9.007043285876292e-12
40.300000000000004,3.445102912305458e-11
40.35,1.20928737087225e-11
40.400000000000006,1.1167220702307345e-11
40.45,4.4223928131060935e-11
40.5,7.97188034303617e-12
40.550000000000004,1.611995522396317e-11
40.6,6.561726537811771e-12
40.650000000000006,5.821674163927875e-12
40.7,5.124320899859143e-12
40.75,1.8231704435111163e-12
40.800000000000004,1.6113308193654914e-11
40.85,1.4024542394418363e-11
40.900000000000006,1.2801212511707238e-11
40.95,2.1066636297525158e-11
41.0,8.079707496566354e-12
41.050000000000004,8.601621901413841e-12
41.1,1.1206092134969705e-11
41.150000000000006,7.39433140342235e-12
41.2,1.6265372730948265e-11
41.25,1.2014130934526342e-11
